stem,source,split,has_debris
E4_BG_0331,f6,train,0
E4_BG_0219,f6,train,0
H11833_000200,f6,train,0
E4_BG_0392,f6,train,0
E4_BG_0326,f6,train,0
H11833_000266,f6,train,0
E4_BG_0187,f6,train,0
E4_BG_0100,f6,train,0
E4_BG_0095,f6,train,0
E4_BG_0057,f6,train,0
E4_BG_0439,f6,train,0
E4_BG_0045,f6,train,0
H11833_000238,f6,train,0
E3_H11833_BG_0011,f6,train,0
E4_BG_0349,f6,train,0
E4_BG_0272,f6,train,0
E4_BG_0083,f6,train,0
H11833_000211,f6,train,0
E4_BG_0050,f6,train,0
E4_BG_0235,f6,train,0
E3_H11833_BG_0037,f6,train,0
E4_BG_0231,f6,train,0
E3_H11833_BG_0050,f6,train,0
E4_BG_0054,f6,train,0
E4_BG_0065,f6,train,0
E4_BG_0175,f6,train,0
E3_H11833_BG_0034,f6,train,0
E4_BG_0391,f6,train,0
E4_BG_0117,f6,train,0
H11833_000171,f6,train,0
E4_BG_0409,f6,train,0
E4_BG_0379,f6,train,0
E3_H11833_BG_0024,f6,train,0
E4_BG_0317,f6,train,0
E4_BG_0056,f6,train,0
E3_H11833_BG_0001,f6,train,0
E4_BG_0381,f6,train,0
E4_BG_0118,f6,train,0
E4_BG_0109,f6,train,0
H11833_000145,f6,train,0
H11833_000233,f6,train,0
H11833_000203,f6,train,0
E4_BG_0085,f6,train,0
E3_H11833_BG_0054,f6,train,0
H11833_000125,f6,train,0
E4_BG_0218,f6,train,0
E4_BG_0291,f6,train,0
E4_BG_0195,f6,train,0
H11833_000197,f6,train,0
H11833_000282,f6,train,0
E4_BG_0168,f6,train,0
H11833_000204,f6,train,0
E4_BG_0184,f6,train,0
E4_BG_0074,f6,train,0
H11833_000265,f6,train,0
H11833_000208,f6,train,0
E4_BG_0125,f6,train,0
E3_H11833_BG_0071,f6,train,0
E3_H11833_BG_0019,f6,train,0
H11833_000190,f6,train,0
E4_BG_0093,f6,train,0
E4_BG_0232,f6,train,0
E4_BG_0156,f6,train,0
E4_BG_0345,f6,train,0
E4_BG_0163,f6,train,0
E4_BG_0076,f6,train,0
E3_H11833_BG_0088,f6,train,0
E4_BG_0254,f6,train,0
E4_BG_0309,f6,train,0
E4_BG_0227,f6,train,0
E3_H11833_BG_0020,f6,train,0
E4_BG_0325,f6,train,0
E4_BG_0111,f6,train,0
E4_BG_0270,f6,train,0
H11833_000221,f6,train,0
E4_BG_0221,f6,train,0
E3_H11833_BG_0022,f6,train,0
E4_BG_0102,f6,train,0
E4_BG_0347,f6,train,0
E4_BG_0386,f6,train,0
E4_BG_0373,f6,train,0
E4_BG_0030,f6,train,0
E4_BG_0246,f6,train,0
E3_H11833_BG_0046,f6,train,0
E4_BG_0383,f6,train,0
E4_BG_0208,f6,train,0
E4_BG_0222,f6,train,0
E4_BG_0210,f6,train,0
E3_H11833_BG_0039,f6,train,0
E3_H11833_BG_0069,f6,train,0
E3_H11833_BG_0083,f6,train,0
E4_BG_0026,f6,train,0
E4_BG_0229,f6,train,0
H11833_000261,f6,train,0
E4_BG_0120,f6,train,0
H11833_000154,f6,train,0
E4_BG_0039,f6,train,0
E4_BG_0029,f6,train,0
E4_BG_0332,f6,train,0
E4_BG_0303,f6,train,0
E4_BG_0356,f6,train,0
E4_BG_0032,f6,train,0
E4_BG_0188,f6,train,0
H11833_000168,f6,train,0
E4_BG_0131,f6,train,0
E4_BG_0046,f6,train,0
E3_H11833_BG_0028,f6,train,0
E4_BG_0239,f6,train,0
E3_H11833_BG_0067,f6,train,0
E4_BG_0376,f6,train,0
H11833_000225,f6,train,0
E4_BG_0224,f6,train,0
H11833_000177,f6,train,0
E3_H11833_BG_0057,f6,train,0
E3_H11833_BG_0090,f6,train,0
E3_H11833_BG_0079,f6,train,0
H11833_000255,f6,train,0
H11833_000185,f6,train,0
E4_BG_0153,f6,train,0
E4_BG_0257,f6,train,0
E4_BG_0150,f6,train,0
E4_BG_0079,f6,train,0
E4_BG_0252,f6,train,0
E4_BG_0297,f6,train,0
H11833_000193,f6,train,0
E4_BG_0243,f6,train,0
H11833_000160,f6,train,0
E4_BG_0134,f6,train,0
E4_BG_0304,f6,train,0
E3_H11833_BG_0051,f6,train,0
H11833_000202,f6,train,0
E4_BG_0432,f6,train,0
H11833_000127,f6,train,0
E4_BG_0181,f6,train,0
E4_BG_0396,f6,train,0
E4_BG_0225,f6,train,0
E4_BG_0382,f6,train,0
E4_BG_0059,f6,train,0
E4_BG_0161,f6,train,0
E4_BG_0121,f6,train,0
E4_BG_0115,f6,train,0
E4_BG_0365,f6,train,0
E4_BG_0385,f6,train,0
E4_BG_0002,f6,train,0
E4_BG_0025,f6,train,0
E4_BG_0281,f6,train,0
E4_BG_0446,f6,train,0
H11833_000158,f6,train,0
E4_BG_0445,f6,train,0
E4_BG_0189,f6,train,0
E4_BG_0253,f6,train,0
E3_H11833_BG_0027,f6,train,0
E4_BG_0367,f6,train,0
H11833_000153,f6,train,0
H11833_000150,f6,train,0
E4_BG_0393,f6,train,0
H11833_000245,f6,train,0
H11833_000196,f6,train,0
E4_BG_0042,f6,train,0
H11833_000144,f6,train,0
E4_BG_0236,f6,train,0
E4_BG_0041,f6,train,0
E4_BG_0146,f6,train,0
E4_BG_0366,f6,train,0
E4_BG_0217,f6,train,0
E4_BG_0314,f6,train,0
E4_BG_0295,f6,train,0
E4_BG_0194,f6,train,0
E4_BG_0357,f6,train,0
E4_BG_0043,f6,train,0
E3_H11833_BG_0016,f6,train,0
E4_BG_0438,f6,train,0
E4_BG_0337,f6,train,0
H11833_000248,f6,train,0
E3_H11833_BG_0063,f6,train,0
H11833_000240,f6,train,0
E4_BG_0353,f6,train,0
E4_BG_0183,f6,train,0
E4_BG_0154,f6,train,0
E4_BG_0179,f6,train,0
E4_BG_0289,f6,train,0
H11833_000213,f6,train,0
E4_BG_0402,f6,train,0
E4_BG_0220,f6,train,0
H11833_000219,f6,train,0
E4_BG_0260,f6,train,0
H11833_000201,f6,train,0
H11833_000191,f6,train,0
H11833_000198,f6,train,0
E4_BG_0034,f6,train,0
E4_BG_0215,f6,train,0
E4_BG_0300,f6,train,0
E4_BG_0405,f6,train,0
E4_BG_0388,f6,train,0
E4_BG_0323,f6,train,0
E4_BG_0397,f6,train,0
E4_BG_0072,f6,train,0
H11833_000155,f6,train,0
E4_BG_0214,f6,train,0
E4_BG_0089,f6,train,0
H11833_000142,f6,train,0
E4_BG_0380,f6,train,0
E4_BG_0429,f6,train,0
E4_BG_0420,f6,train,0
E4_BG_0022,f6,train,0
E4_BG_0027,f6,train,0
E4_BG_0364,f6,train,0
E4_BG_0375,f6,train,0
E4_BG_0096,f6,train,0
E4_BG_0147,f6,train,0
E4_BG_0023,f6,train,0
E4_BG_0055,f6,train,0
E4_BG_0307,f6,train,0
E4_BG_0173,f6,train,0
E3_H11833_BG_0040,f6,train,0
E4_BG_0019,f6,train,0
E4_BG_0086,f6,train,0
E4_BG_0128,f6,train,0
E4_BG_0256,f6,train,0
E3_H11833_BG_0056,f6,train,0
E4_BG_0336,f6,train,0
E4_BG_0064,f6,train,0
E4_BG_0097,f6,train,0
E4_BG_0415,f6,train,0
E4_BG_0341,f6,train,0
E4_BG_0408,f6,train,0
H11833_000140,f6,train,0
H11833_000205,f6,train,0
E4_BG_0286,f6,train,0
E4_BG_0162,f6,train,0
E4_BG_0328,f6,train,0
E4_BG_0139,f6,train,0
E4_BG_0237,f6,train,0
H11833_000239,f6,train,0
E4_BG_0069,f6,train,0
H11833_000132,f6,train,0
E3_H11833_BG_0043,f6,train,0
E4_BG_0199,f6,train,0
H11833_000242,f6,train,0
E4_BG_0413,f6,train,0
E4_BG_0275,f6,train,0
E4_BG_0265,f6,train,0
E4_BG_0233,f6,train,0
E4_BG_0068,f6,train,0
E4_BG_0006,f6,train,0
E3_H11833_BG_0038,f6,train,0
E4_BG_0116,f6,train,0
H11833_000157,f6,train,0
E4_BG_0412,f6,train,0
E3_H11833_BG_0058,f6,train,0
H11833_000250,f6,train,0
E4_BG_0088,f6,train,0
E4_BG_0343,f6,train,0
E4_BG_0223,f6,train,0
E4_BG_0176,f6,train,0
E4_BG_0037,f6,train,0
E4_BG_0428,f6,train,0
E4_BG_0247,f6,train,0
E4_BG_0143,f6,train,0
E4_BG_0242,f6,train,0
E3_H11833_BG_0041,f6,train,0
H11833_000228,f6,train,0
E4_BG_0053,f6,train,0
H11833_000178,f6,train,0
E4_BG_0141,f6,train,0
H11833_000147,f6,train,0
E4_BG_0107,f6,train,0
H11833_000226,f6,train,0
E3_H11833_BG_0086,f6,train,0
E4_BG_0434,f6,train,0
H11833_000254,f6,train,0
H11833_000156,f6,train,0
E3_H11833_BG_0070,f6,train,0
E4_BG_0351,f6,train,0
E4_BG_0063,f6,train,0
H11833_000139,f6,train,0
E4_BG_0404,f6,train,0
E4_BG_0441,f6,train,0
E4_BG_0437,f6,train,0
E4_BG_0371,f6,train,0
E4_BG_0206,f6,train,0
E4_BG_0211,f6,train,0
H11833_000170,f6,train,0
E4_BG_0330,f6,train,0
H11833_000149,f6,train,0
E4_BG_0292,f6,train,0
E4_BG_0192,f6,train,0
E4_BG_0423,f6,train,0
H11833_000210,f6,train,0
H11833_000143,f6,train,0
E4_BG_0442,f6,train,0
H11833_000151,f6,train,0
E4_BG_0400,f6,train,0
H11833_000206,f6,train,0
E3_H11833_BG_0047,f6,train,0
E4_BG_0073,f6,train,0
H11833_000227,f6,train,0
E4_BG_0033,f6,train,0
E4_BG_0369,f6,train,0
E4_BG_0414,f6,train,0
E4_BG_0104,f6,train,0
E4_BG_0299,f6,train,0
E4_BG_0240,f6,train,0
E3_H11833_BG_0077,f6,train,0
E3_H11833_BG_0055,f6,train,0
E4_BG_0444,f6,train,0
H11833_000195,f6,train,0
E4_BG_0145,f6,train,0
E3_H11833_BG_0068,f6,train,0
E4_BG_0266,f6,train,0
E4_BG_0008,f6,train,0
H11833_000141,f6,train,0
E3_H11833_BG_0025,f6,train,0
E3_H11833_BG_0074,f6,train,0
E4_BG_0288,f6,train,0
E4_BG_0311,f6,train,0
E3_H11833_BG_0030,f6,train,0
E4_BG_0283,f6,train,0
E4_BG_0135,f6,train,0
E4_BG_0264,f6,train,0
H11833_000217,f6,train,0
H11833_000222,f6,train,0
H11833_000237,f6,train,0
E3_H11833_BG_0017,f6,train,0
H11833_000277,f6,train,0
E4_BG_0151,f6,train,0
E4_BG_0122,f6,train,0
E3_H11833_BG_0006,f6,train,0
E3_H11833_BG_0076,f6,train,0
E3_H11833_BG_0026,f6,train,0
E4_BG_0038,f6,train,0
E3_H11833_BG_0053,f6,train,0
E4_BG_0384,f6,train,0
H11833_000224,f6,train,0
E4_BG_0395,f6,train,0
H11833_000273,f6,train,0
E4_BG_0108,f6,train,0
E4_BG_0350,f6,train,0
E4_BG_0315,f6,train,0
E4_BG_0259,f6,train,0
E4_BG_0090,f6,train,0
H11833_000176,f6,train,0
E4_BG_0407,f6,train,0
E4_BG_0316,f6,train,0
E4_BG_0261,f6,train,0
H11833_000184,f6,train,0
E4_BG_0282,f6,train,0
E4_BG_0017,f6,train,0
E4_BG_0012,f6,train,0
H11833_000188,f6,train,0
E4_BG_0335,f6,train,0
E3_H11833_BG_0087,f6,train,0
E4_BG_0251,f6,train,0
G7_000904,g7,train,0
G7_001896,g7,train,0
G7_000061,g7,train,0
G7_006626,g7,train,0
G7_002652,g7,train,0
G7_001381,g7,train,0
G7_000184,g7,train,0
G7_000121,g7,train,0
G7_000310,g7,train,0
G7_002428,g7,train,0
G7_006649,g7,train,0
G7_005438,g7,train,0
G7_002222,g7,train,0
G7_005067,g7,train,0
G7_005984,g7,train,0
G7_005815,g7,train,0
G7_003655,g7,train,0
G7_003194,g7,train,0
G7_006117,g7,train,0
G7_006757,g7,train,0
G7_003962,g7,train,0
G7_004423,g7,train,0
G7_004236,g7,train,0
G7_003563,g7,train,0
G7_003181,g7,train,0
G7_004732,g7,train,0
G7_005223,g7,train,0
G7_006050,g7,train,0
G7_002308,g7,train,0
G7_002981,g7,train,0
G7_006543,g7,train,0
G7_002014,g7,train,0
G7_001152,g7,train,0
G7_003212,g7,train,0
G7_003002,g7,train,0
G7_002864,g7,train,0
G7_003701,g7,train,0
G7_003299,g7,train,0
G7_005714,g7,train,0
G7_005292,g7,train,0
G7_000188,g7,train,0
G7_006762,g7,train,0
G7_007118,g7,train,0
G7_007115,g7,train,0
G7_005041,g7,train,0
G7_002304,g7,train,0
G7_001155,g7,train,0
G7_007169,g7,train,0
G7_007262,g7,train,0
G7_006098,g7,train,0
G7_003171,g7,train,0
G7_004505,g7,train,0
G7_005690,g7,train,0
G7_005014,g7,train,0
G7_004618,g7,train,0
G7_007121,g7,train,0
G7_006883,g7,train,0
G7_001290,g7,train,0
G7_000732,g7,train,0
G7_003353,g7,train,0
G7_000657,g7,train,0
G7_006052,g7,train,0
G7_004702,g7,train,0
G7_003513,g7,train,0
G7_001145,g7,train,0
G7_000267,g7,train,0
G7_000868,g7,train,0
G7_006386,g7,train,0
G7_001504,g7,train,0
G7_003556,g7,train,0
G7_001887,g7,train,0
G7_003807,g7,train,0
G7_004521,g7,train,0
G7_002501,g7,train,0
G7_003753,g7,train,0
G7_001691,g7,train,0
G7_006751,g7,train,0
G7_004434,g7,train,0
G7_006809,g7,train,0
G7_000581,g7,train,0
G7_005485,g7,train,0
G7_005622,g7,train,0
G7_002480,g7,train,0
G7_004987,g7,train,0
G7_005533,g7,train,0
G7_003160,g7,train,0
G7_002352,g7,train,0
G7_004039,g7,train,0
G7_006044,g7,train,0
G7_001005,g7,train,0
G7_004727,g7,train,0
G7_003190,g7,train,0
G7_004450,g7,train,0
G7_000946,g7,train,0
G7_000053,g7,train,0
G7_001833,g7,train,0
G7_002102,g7,train,0
G7_004948,g7,train,0
G7_000243,g7,train,0
G7_000821,g7,train,0
G7_004733,g7,train,0
G7_000015,g7,train,0
G7_004059,g7,train,0
G7_004573,g7,train,0
G7_003756,g7,train,0
G7_003557,g7,train,0
G7_000321,g7,train,0
G7_004774,g7,train,0
G7_000049,g7,train,0
G7_002958,g7,train,0
G7_006630,g7,train,0
G7_005940,g7,train,0
G7_003134,g7,train,0
G7_002856,g7,train,0
G7_001077,g7,train,0
G7_006725,g7,train,0
G7_005769,g7,train,0
G7_001367,g7,train,0
G7_004140,g7,train,0
G7_000467,g7,train,0
G7_006353,g7,train,0
G7_000595,g7,train,0
G7_000741,g7,train,0
G7_001555,g7,train,0
G7_002416,g7,train,0
G7_006614,g7,train,0
G7_004176,g7,train,0
G7_004710,g7,train,0
G7_000065,g7,train,0
G7_002138,g7,train,0
G7_003978,g7,train,0
G7_003665,g7,train,0
G7_006276,g7,train,0
G7_000486,g7,train,0
G7_001158,g7,train,0
G7_005937,g7,train,0
G7_006758,g7,train,0
G7_003841,g7,train,0
G7_003780,g7,train,0
G7_002573,g7,train,0
G7_002022,g7,train,0
G7_003797,g7,train,0
G7_005629,g7,train,0
G7_005482,g7,train,0
G7_000874,g7,train,0
G7_000064,g7,train,0
G7_003506,g7,train,0
G7_004383,g7,train,0
G7_002387,g7,train,0
G7_004013,g7,train,0
G7_001708,g7,train,0
G7_006703,g7,train,0
G7_003440,g7,train,0
G7_005066,g7,train,0
G7_003494,g7,train,0
G7_001398,g7,train,0
G7_003514,g7,train,0
G7_006618,g7,train,0
G7_003225,g7,train,0
G7_002057,g7,train,0
G7_001311,g7,train,0
G7_002653,g7,train,0
G7_002100,g7,train,0
G7_003317,g7,train,0
G7_007014,g7,train,0
G7_004168,g7,train,0
G7_002112,g7,train,0
G7_001466,g7,train,0
G7_000478,g7,train,0
G7_005411,g7,train,0
G7_003124,g7,train,0
G7_005827,g7,train,0
G7_001578,g7,train,0
G7_004568,g7,train,0
G7_003584,g7,train,0
G7_005568,g7,train,0
G7_002613,g7,train,0
G7_001855,g7,train,0
G7_007194,g7,train,0
G7_000621,g7,train,0
G7_003861,g7,train,0
G7_006686,g7,train,0
G7_005432,g7,train,0
G7_001941,g7,train,0
G7_005138,g7,train,0
G7_002210,g7,train,0
G7_000744,g7,train,0
G7_001770,g7,train,0
G7_006724,g7,train,0
G7_003543,g7,train,0
G7_006481,g7,train,0
G7_001782,g7,train,0
G7_005642,g7,train,0
G7_004974,g7,train,0
G7_003099,g7,train,0
G7_000658,g7,train,0
G7_006859,g7,train,0
G7_005660,g7,train,0
G7_000034,g7,train,0
G7_001671,g7,train,0
G7_001658,g7,train,0
G7_000726,g7,train,0
G7_004147,g7,train,0
G7_003445,g7,train,0
G7_004668,g7,train,0
G7_002441,g7,train,0
G7_005317,g7,train,0
G7_004309,g7,train,0
G7_002295,g7,train,0
G7_006956,g7,train,0
G7_002814,g7,train,0
G7_004513,g7,train,0
G7_002317,g7,train,0
G7_002849,g7,train,0
G7_001326,g7,train,0
G7_001380,g7,train,0
G7_001321,g7,train,0
G7_000349,g7,train,0
G7_004172,g7,train,0
G7_000502,g7,train,0
G7_006741,g7,train,0
G7_006255,g7,train,0
G7_001098,g7,train,0
G7_000218,g7,train,0
G7_007237,g7,train,0
G7_001823,g7,train,0
G7_006039,g7,train,0
G7_003478,g7,train,0
G7_001094,g7,train,0
G7_004848,g7,train,0
G7_002143,g7,train,0
G7_002782,g7,train,0
G7_006939,g7,train,0
G7_004620,g7,train,0
G7_005449,g7,train,0
G7_001399,g7,train,0
G7_003400,g7,train,0
G7_004074,g7,train,0
G7_003367,g7,train,0
G7_003263,g7,train,0
G7_001705,g7,train,0
G7_006921,g7,train,0
G7_005674,g7,train,0
G7_001723,g7,train,0
G7_003380,g7,train,0
G7_006554,g7,train,0
G7_001726,g7,train,0
G7_006243,g7,train,0
G7_001119,g7,train,0
G7_005771,g7,train,0
G7_003930,g7,train,0
G7_003539,g7,train,0
G7_000663,g7,train,0
G7_003647,g7,train,0
G7_000564,g7,train,0
G7_004410,g7,train,0
G7_005436,g7,train,0
G7_007208,g7,train,0
G7_005383,g7,train,0
G7_005517,g7,train,0
G7_005728,g7,train,0
G7_006163,g7,train,0
G7_003490,g7,train,0
G7_001594,g7,train,0
G7_000623,g7,train,0
G7_007032,g7,train,0
G7_000228,g7,train,0
G7_004104,g7,train,0
G7_005817,g7,train,0
G7_003207,g7,train,0
G7_003226,g7,train,0
G7_001537,g7,train,0
G7_004034,g7,train,0
G7_005707,g7,train,0
G7_005831,g7,train,0
G7_006107,g7,train,0
G7_002985,g7,train,0
G7_002054,g7,train,0
G7_000146,g7,train,0
G7_004321,g7,train,0
G7_002553,g7,train,0
G7_005896,g7,train,0
G7_006485,g7,train,0
G7_004867,g7,train,0
G7_007048,g7,train,0
G7_004821,g7,train,0
G7_000810,g7,train,0
G7_006578,g7,train,0
G7_001670,g7,train,0
G7_001157,g7,train,0
G7_006051,g7,train,0
G7_001948,g7,train,0
G7_003806,g7,train,0
G7_000907,g7,train,0
G7_007001,g7,train,0
G7_004273,g7,train,0
G7_004822,g7,train,0
G7_002664,g7,train,0
G7_003894,g7,train,0
G7_000354,g7,train,0
G7_005357,g7,train,0
G7_006236,g7,train,0
G7_002174,g7,train,0
G7_006402,g7,train,0
G7_005094,g7,train,0
G7_004600,g7,train,0
G7_001535,g7,train,0
G7_002170,g7,train,0
G7_002565,g7,train,0
G7_003426,g7,train,0
G7_005266,g7,train,0
G7_002640,g7,train,0
G7_006544,g7,train,0
G7_006145,g7,train,0
G7_006181,g7,train,0
G7_001485,g7,train,0
G7_006786,g7,train,0
G7_005095,g7,train,0
G7_003666,g7,train,0
G7_001343,g7,train,0
G7_005673,g7,train,0
G7_000443,g7,train,0
G7_003923,g7,train,0
G7_004359,g7,train,0
G7_003500,g7,train,0
G7_006131,g7,train,0
G7_001247,g7,train,0
G7_002471,g7,train,0
G7_004831,g7,train,0
G7_000893,g7,train,0
G7_000226,g7,train,0
G7_003235,g7,train,0
G7_001841,g7,train,0
G7_003349,g7,train,0
G7_006352,g7,train,0
G7_000373,g7,train,0
G7_004534,g7,train,0
G7_006551,g7,train,0
G7_004592,g7,train,0
G7_001804,g7,train,0
G7_005762,g7,train,0
G7_001900,g7,train,0
G7_005245,g7,train,0
G7_002405,g7,train,0
G7_006651,g7,train,0
G7_006395,g7,train,0
G7_001736,g7,train,0
G7_006041,g7,train,0
G7_004098,g7,train,0
G7_001450,g7,train,0
G7_005001,g7,train,0
G7_002673,g7,train,0
G7_003198,g7,train,0
G7_005541,g7,train,0
G7_000620,g7,train,0
G7_001943,g7,train,0
G7_006021,g7,train,0
G7_000422,g7,train,0
G7_001763,g7,train,0
G7_006798,g7,train,0
G7_002601,g7,train,0
G7_000774,g7,train,0
G7_000656,g7,train,0
G7_005736,g7,train,0
G7_001264,g7,train,0
G7_000727,g7,train,0
G7_001424,g7,train,0
G7_005796,g7,train,0
G7_000434,g7,train,0
G7_005273,g7,train,0
G7_006175,g7,train,0
G7_000245,g7,train,0
G7_005585,g7,train,0
G7_003833,g7,train,0
G7_005021,g7,train,0
G7_001997,g7,train,0
G7_004363,g7,train,0
G7_004440,g7,train,0
G7_000161,g7,train,0
G7_000698,g7,train,0
G7_004296,g7,train,0
G7_000597,g7,train,0
G7_006431,g7,train,0
G7_000543,g7,train,0
G7_006110,g7,train,0
G7_003467,g7,train,0
G7_007200,g7,train,0
G7_000368,g7,train,0
G7_004449,g7,train,0
G7_006628,g7,train,0
G7_006024,g7,train,0
G7_005570,g7,train,0
G7_002089,g7,train,0
G7_003240,g7,train,0
G7_002006,g7,train,0
G7_006667,g7,train,0
G7_003893,g7,train,0
G7_006644,g7,train,0
G7_006270,g7,train,0
G7_006732,g7,train,0
G7_002954,g7,train,0
G7_004567,g7,train,0
G7_003201,g7,train,0
G7_004543,g7,train,0
G7_003106,g7,train,0
G7_000533,g7,train,0
G7_003680,g7,train,0
G7_004216,g7,train,0
G7_006165,g7,train,0
G7_006535,g7,train,0
G7_001528,g7,train,0
G7_007244,g7,train,0
G7_001983,g7,train,0
G7_005304,g7,train,0
G7_006032,g7,train,0
G7_003530,g7,train,0
G7_000274,g7,train,0
G7_007197,g7,train,0
G7_001148,g7,train,0
G7_003544,g7,train,0
G7_002370,g7,train,0
G7_006036,g7,train,0
G7_002938,g7,train,0
G7_007013,g7,train,0
G7_003733,g7,train,0
G7_005611,g7,train,0
G7_002188,g7,train,0
G7_000935,g7,train,0
G7_004681,g7,train,0
G7_000687,g7,train,0
G7_006705,g7,train,0
G7_000990,g7,train,0
G7_003280,g7,train,0
G7_005723,g7,train,0
G7_000202,g7,train,0
G7_001118,g7,train,0
G7_004673,g7,train,0
G7_003323,g7,train,0
G7_005247,g7,train,0
G7_002608,g7,train,0
G7_005078,g7,train,0
G7_000736,g7,train,0
G7_001122,g7,train,0
G7_004786,g7,train,0
G7_002810,g7,train,0
G7_001346,g7,train,0
G7_003273,g7,train,0
G7_004661,g7,train,0
G7_004442,g7,train,0
G7_000494,g7,train,0
G7_000752,g7,train,0
G7_006400,g7,train,0
G7_006695,g7,train,0
G7_003336,g7,train,0
G7_005108,g7,train,0
G7_002329,g7,train,0
G7_005344,g7,train,0
G7_006961,g7,train,0
G7_004388,g7,train,0
G7_001764,g7,train,0
G7_004235,g7,train,0
G7_002713,g7,train,0
G7_006830,g7,train,0
G7_002226,g7,train,0
G7_002159,g7,train,0
G7_006413,g7,train,0
G7_001827,g7,train,0
G7_007242,g7,train,0
G7_002510,g7,train,0
G7_000145,g7,train,0
G7_004269,g7,train,0
G7_001950,g7,train,0
G7_004857,g7,train,0
G7_006805,g7,train,0
G7_006144,g7,train,0
G7_000768,g7,train,0
G7_005732,g7,train,0
G7_005619,g7,train,0
G7_004313,g7,train,0
G7_005860,g7,train,0
G7_003168,g7,train,0
G7_004258,g7,train,0
G7_001358,g7,train,0
G7_003078,g7,train,0
G7_004878,g7,train,0
G7_000170,g7,train,0
G7_000965,g7,train,0
G7_004809,g7,train,0
G7_005182,g7,train,0
G7_002178,g7,train,0
G7_002036,g7,train,0
G7_002994,g7,train,0
G7_002447,g7,train,0
G7_001487,g7,train,0
G7_004375,g7,train,0
G7_000996,g7,train,0
G7_000524,g7,train,0
G7_001192,g7,train,0
G7_002614,g7,train,0
G7_004936,g7,train,0
G7_005531,g7,train,0
G7_001333,g7,train,0
G7_005152,g7,train,0
G7_007298,g7,train,0
G7_004379,g7,train,0
G7_004755,g7,train,0
G7_003472,g7,train,0
G7_001710,g7,train,0
G7_000730,g7,train,0
G7_001976,g7,train,0
G7_005234,g7,train,0
G7_001564,g7,train,0
G7_001027,g7,train,0
G7_006023,g7,train,0
G7_005929,g7,train,0
G7_000490,g7,train,0
G7_006797,g7,train,0
G7_000324,g7,train,0
G7_004178,g7,train,0
G7_004374,g7,train,0
G7_005584,g7,train,0
G7_005474,g7,train,0
G7_004757,g7,train,0
G7_001590,g7,train,0
G7_006616,g7,train,0
G7_001049,g7,train,0
G7_003463,g7,train,0
G7_005823,g7,train,0
G7_000912,g7,train,0
G7_006671,g7,train,0
G7_005715,g7,train,0
G7_004224,g7,train,0
G7_006273,g7,train,0
G7_003952,g7,train,0
G7_005608,g7,train,0
G7_005101,g7,train,0
G7_002900,g7,train,0
G7_005917,g7,train,0
G7_004385,g7,train,0
G7_001769,g7,train,0
G7_000427,g7,train,0
G7_005689,g7,train,0
G7_002403,g7,train,0
G7_000062,g7,train,0
G7_007205,g7,train,0
G7_005139,g7,train,0
G7_005503,g7,train,0
G7_002578,g7,train,0
G7_005934,g7,train,0
G7_004365,g7,train,0
G7_001807,g7,train,0
G7_005767,g7,train,0
G7_006377,g7,train,0
G7_003333,g7,train,0
G7_005375,g7,train,0
G7_005299,g7,train,0
G7_001892,g7,train,0
G7_007227,g7,train,0
G7_003485,g7,train,0
G7_001720,g7,train,0
G7_005132,g7,train,0
G7_001013,g7,train,0
G7_004983,g7,train,0
G7_003469,g7,train,0
G7_005768,g7,train,0
G7_004927,g7,train,0
G7_001690,g7,train,0
G7_000954,g7,train,0
G7_004797,g7,train,0
G7_003592,g7,train,0
G7_004738,g7,train,0
G7_006319,g7,train,0
G7_000007,g7,train,0
G7_001075,g7,train,0
G7_001129,g7,train,0
G7_003417,g7,train,0
G7_005390,g7,train,0
G7_006143,g7,train,0
G7_004297,g7,train,0
G7_006215,g7,train,0
G7_000557,g7,train,0
G7_004229,g7,train,0
G7_006807,g7,train,0
G7_001568,g7,train,0
G7_002349,g7,train,0
G7_005819,g7,train,0
G7_002018,g7,train,0
G7_000129,g7,train,0
G7_005052,g7,train,0
G7_004137,g7,train,0
G7_002228,g7,train,0
G7_005381,g7,train,0
G7_005596,g7,train,0
G7_006075,g7,train,0
G7_003763,g7,train,0
G7_006359,g7,train,0
G7_002966,g7,train,0
G7_000440,g7,train,0
G7_000684,g7,train,0
G7_002624,g7,train,0
G7_003871,g7,train,0
G7_002873,g7,train,0
G7_001323,g7,train,0
G7_001342,g7,train,0
G7_005870,g7,train,0
G7_004548,g7,train,0
G7_000740,g7,train,0
G7_003728,g7,train,0
G7_001246,g7,train,0
G7_001713,g7,train,0
G7_006456,g7,train,0
G7_005939,g7,train,0
G7_001468,g7,train,0
G7_004481,g7,train,0
G7_001177,g7,train,0
G7_003165,g7,train,0
G7_007245,g7,train,0
G7_004200,g7,train,0
G7_006922,g7,train,0
G7_007123,g7,train,0
G7_000799,g7,train,0
G7_006838,g7,train,0
G7_006654,g7,train,0
G7_005822,g7,train,0
G7_001603,g7,train,0
G7_005813,g7,train,0
G7_002034,g7,train,0
G7_002354,g7,train,0
G7_002260,g7,train,0
G7_001045,g7,train,0
G7_001851,g7,train,0
G7_005310,g7,train,0
G7_004299,g7,train,0
G7_004883,g7,train,0
G7_004400,g7,train,0
G7_000919,g7,train,0
G7_004141,g7,train,0
G7_006235,g7,train,0
